Nama Lengkap,ASAL SMA,PILIHAN 1,,PILIHAN 2,,PILIHAN 3,,NILAI UTBK 1,,NILAI UTBK 2,,
Yusrijal,SMA Mathlaul Anwar,UNIVERSITAS INDONESIA,ILMU HUBUNGAN INTERNASIONAL,UNIVERSITAS INDONESIA,ILMU HUBUNGAN INTERNASIONAL,UNIVERSITAS INDONESIA,ILMU HUBUNGAN INTERNASIONAL,267.0,276.0,716.0,604.0,
Enjeliberty Yawintiara Selan,SMA Negeri 1 Sragen,UNIVERSITAS INDONESIA,ILMU PERPUSTAKAAN,UNIVERSITAS INDONESIA,ILMU PERPUSTAKAAN,UNIVERSITAS INDONESIA,ILMU PERPUSTAKAAN,409.0,618.0,491.0,638.0,
Randy A Syahputra,SMA Negeri 1 Bantul,UNIVERSITAS INDONESIA,ILMU FILSAFAT,UNIVERSITAS INDONESIA,ILMU FILSAFAT,UNIVERSITAS INDONESIA,ILMU FILSAFAT,857.0,499.0,152.0,333.0,
Daniela Myleenda Polnaya,SMA Nusaputera,UNIVERSITAS INDONESIA,SASTRA INDONESIA,UNIVERSITAS INDONESIA,SASTRA INDONESIA,UNIVERSITAS INDONESIA,SASTRA INDONESIA,402.0,223.0,103.0,769.0,
Andi Ratnasari,SMA-IT Al Uswah,UNIVERSITAS INDONESIA,SASTRA DAERAH UNTUK SASTRA JAWA,UNIVERSITAS INDONESIA,SASTRA DAERAH UNTUK SASTRA JAWA,UNIVERSITAS INDONESIA,SASTRA DAERAH UNTUK SASTRA JAWA,168.0,349.0,452.0,686.0,
Vincentius Amigo K. B.,SMA Windu Wacana,UNIVERSITAS INDONESIA,SASTRA JEPANG,UNIVERSITAS INDONESIA,SASTRA JEPANG,UNIVERSITAS INDONESIA,SASTRA JEPANG,360.0,743.0,101.0,587.0,
Andi Bau Risky Al'qadri,SMA PGRI 1,UNIVERSITAS INDONESIA,SASTRA CINA,UNIVERSITAS INDONESIA,SASTRA CINA,UNIVERSITAS INDONESIA,SASTRA CINA,847.0,547.0,176.0,812.0,
Dwi Fitri Yanti,SMA Alfalah,UNIVERSITAS INDONESIA,SASTRA ARAB,UNIVERSITAS INDONESIA,SASTRA ARAB,UNIVERSITAS INDONESIA,SASTRA ARAB,539.0,516.0,102.0,811.0,
Vera Fahrani Latupono,SMA Bonaventura,UNIVERSITAS INDONESIA,SASTRA PERANCIS,UNIVERSITAS INDONESIA,SASTRA PERANCIS,UNIVERSITAS INDONESIA,SASTRA PERANCIS,399.0,701.0,876.0,298.0,
Nadya Angelina Tampubolon,SMA Negeri 2 Tegal,UNIVERSITAS INDONESIA,SASTRA INGGRIS,UNIVERSITAS INDONESIA,SASTRA INGGRIS,UNIVERSITAS INDONESIA,SASTRA INGGRIS,848.0,486.0,605.0,402.0,
Arya Wanadewa Disameda Djusaim,SMA Negeri 3 Pandeglang,UNIVERSITAS INDONESIA,SASTRA JERMAN,UNIVERSITAS INDONESIA,SASTRA JERMAN,UNIVERSITAS INDONESIA,SASTRA JERMAN,497.0,746.0,697.0,579.0,
Tiara Angelica,SMA PGRI Cililin,UNIVERSITAS INDONESIA,SASTRA BELANDA,UNIVERSITAS INDONESIA,SASTRA BELANDA,UNIVERSITAS INDONESIA,SASTRA BELANDA,588.0,386.0,339.0,595.0,
Nur Izzatil Hasanah,SMA Institut Indonesia,UNIVERSITAS INDONESIA,SASTRA RUSIA,UNIVERSITAS INDONESIA,SASTRA RUSIA,UNIVERSITAS INDONESIA,SASTRA RUSIA,283.0,155.0,829.0,350.0,
Refli Giovalno Nelloh,SMA Mangun Karsa,UNIVERSITAS INDONESIA,BAHASA DAN KEBUDAYAAN KOREA,UNIVERSITAS INDONESIA,BAHASA DAN KEBUDAYAAN KOREA,UNIVERSITAS INDONESIA,BAHASA DAN KEBUDAYAAN KOREA,488.0,811.0,752.0,821.0,
Nur Aini Jannah,SMA Frateran,UNIVERSITAS INDONESIA,ILMU EKONOMI ISLAM,UNIVERSITAS INDONESIA,ILMU EKONOMI ISLAM,UNIVERSITAS INDONESIA,ILMU EKONOMI ISLAM,205.0,324.0,790.0,851.0,
Sandya Olga Bitin Vong,SMA Kanisius,UNIVERSITAS INDONESIA,BISNIS ISLAM,UNIVERSITAS INDONESIA,BISNIS ISLAM,UNIVERSITAS INDONESIA,BISNIS ISLAM,774.0,569.0,613.0,407.0,
Husain Mulki Hilala,SMAN 1 PULOKULON,UNIVERSITAS INDONESIA,PENDIDIKAN DOKTER,UNIVERSITAS INDONESIA,PENDIDIKAN DOKTER,UNIVERSITAS INDONESIA,PENDIDIKAN DOKTER,669.0,260.0,171.0,334.0,
Gaudensius Vidianto Nurung,SMAI Al Azhar 2,UNIVERSITAS INDONESIA,PENDIDIKAN DOKTER GIGI,UNIVERSITAS INDONESIA,PENDIDIKAN DOKTER GIGI,UNIVERSITAS INDONESIA,PENDIDIKAN DOKTER GIGI,595.0,833.0,641.0,765.0,
Rusti Ayuara,SMA Muhammadiyah Tawangharjo,UNIVERSITAS INDONESIA,MATEMATIKA,UNIVERSITAS INDONESIA,MATEMATIKA,UNIVERSITAS INDONESIA,MATEMATIKA,544.0,347.0,647.0,379.0,
Julian Kristianto Ngantung,SMA N 1 Mlati,UNIVERSITAS INDONESIA,FISIKA,UNIVERSITAS INDONESIA,FISIKA,UNIVERSITAS INDONESIA,FISIKA,796.0,428.0,673.0,131.0,
Rivaldy Klaas,SMA Muhammadiyah 1 Sampang,UNIVERSITAS INDONESIA,KIMIA,UNIVERSITAS INDONESIA,KIMIA,UNIVERSITAS INDONESIA,KIMIA,528.0,658.0,210.0,833.0,
Annisa Agustiamona,SMA Negeri 9 Tangerang Selatan,UNIVERSITAS INDONESIA,BIOLOGI,UNIVERSITAS INDONESIA,BIOLOGI,UNIVERSITAS INDONESIA,BIOLOGI,204.0,612.0,321.0,378.0,
Ahnaf Zainul Muttaqin,SMA Negeri 102,UNIVERSITAS INDONESIA,FARMASI,UNIVERSITAS INDONESIA,FARMASI,UNIVERSITAS INDONESIA,FARMASI,105.0,786.0,167.0,560.0,
Arul Bagaskara,SMAI Al Azhar 5,UNIVERSITAS INDONESIA,GEOGRAFI,UNIVERSITAS INDONESIA,GEOGRAFI,UNIVERSITAS INDONESIA,GEOGRAFI,704.0,665.0,416.0,108.0,
Messiah Charity Sangian,SMAK Harapan Zaman,UNIVERSITAS INDONESIA,TEKNIK SIPIL,UNIVERSITAS INDONESIA,TEKNIK SIPIL,UNIVERSITAS INDONESIA,TEKNIK SIPIL,652.0,339.0,551.0,192.0,
Siti Nur Aini Haris Koromo,SMA Negeri 2 Playen,UNIVERSITAS INDONESIA,TEKNIK MESIN,UNIVERSITAS INDONESIA,TEKNIK MESIN,UNIVERSITAS INDONESIA,TEKNIK MESIN,673.0,274.0,666.0,192.0,
Elizabeth Angela Prasetyarini,SMA YAKE,UNIVERSITAS INDONESIA,TEKNIK ELEKTRO,UNIVERSITAS INDONESIA,TEKNIK ELEKTRO,UNIVERSITAS INDONESIA,TEKNIK ELEKTRO,705.0,414.0,630.0,393.0,
Destriana Hasibuan,SMA Widya Manggala,UNIVERSITAS INDONESIA,TEKNIK METALURGI & MATERIAL,UNIVERSITAS INDONESIA,TEKNIK METALURGI & MATERIAL,UNIVERSITAS INDONESIA,TEKNIK METALURGI & MATERIAL,245.0,260.0,156.0,130.0,
Noor Fadzilah,SMA Negeri 1,UNIVERSITAS INDONESIA,ARSITEKTUR,UNIVERSITAS INDONESIA,ARSITEKTUR,UNIVERSITAS INDONESIA,ARSITEKTUR,500.0,196.0,452.0,607.0,
Michael Khresna Aji,SMA Negeri 2 Cikarang Utara,UNIVERSITAS INDONESIA,TEKNIK KIMIA,UNIVERSITAS INDONESIA,TEKNIK KIMIA,UNIVERSITAS INDONESIA,TEKNIK KIMIA,539.0,223.0,309.0,265.0,
Muhamad Yafi Bagus Antasena,SMA Muhammadiyah 1,UNIVERSITAS INDONESIA,ILMU KEPERAWATAN,UNIVERSITAS INDONESIA,ILMU KEPERAWATAN,UNIVERSITAS INDONESIA,ILMU KEPERAWATAN,703.0,460.0,179.0,150.0,
Akwan Maroso,SMA Negeri 1 Bandongan,UNIVERSITAS INDONESIA,ILMU KOMPUTER,UNIVERSITAS INDONESIA,ILMU KOMPUTER,UNIVERSITAS INDONESIA,ILMU KOMPUTER,490.0,223.0,767.0,724.0,
Muhammad Rasyd Asidiq,SMA Negeri 112,UNIVERSITAS INDONESIA,ILMU KESEHATAN MASYARAKAT,UNIVERSITAS INDONESIA,ILMU KESEHATAN MASYARAKAT,UNIVERSITAS INDONESIA,ILMU KESEHATAN MASYARAKAT,754.0,509.0,414.0,640.0,
Fina Fadya Habibah,SMA Negeri 2 Bae Kudus(SSN),UNIVERSITAS INDONESIA,TEKNIK INDUSTRI,UNIVERSITAS INDONESIA,TEKNIK INDUSTRI,UNIVERSITAS INDONESIA,TEKNIK INDUSTRI,154.0,447.0,421.0,348.0,
Desiderius Hono,SMA Negeri 16 Kabupaten Tangerang,UNIVERSITAS INDONESIA,TEKNIK PERKAPALAN,UNIVERSITAS INDONESIA,TEKNIK PERKAPALAN,UNIVERSITAS INDONESIA,TEKNIK PERKAPALAN,399.0,132.0,354.0,678.0,
Anastasia Frisiliana Ina Goran,SMAK 2 PENABUR Pintu Air,UNIVERSITAS INDONESIA,TEKNIK LINGKUNGAN,UNIVERSITAS INDONESIA,TEKNIK LINGKUNGAN,UNIVERSITAS INDONESIA,TEKNIK LINGKUNGAN,473.0,583.0,288.0,621.0,
Cindy Anna Maria Kehi Lau,SMA NEGERI 1 Piyungan,UNIVERSITAS INDONESIA,TEKNIK KOMPUTER,UNIVERSITAS INDONESIA,TEKNIK KOMPUTER,UNIVERSITAS INDONESIA,TEKNIK KOMPUTER,408.0,289.0,386.0,834.0,
Fransiska Angelina Kusnanto,SMK Ignatius Slamet Riyadi,UNIVERSITAS INDONESIA,SISTEM INFORMASI,UNIVERSITAS INDONESIA,SISTEM INFORMASI,UNIVERSITAS INDONESIA,SISTEM INFORMASI,501.0,211.0,403.0,136.0,
Abdul Rizki Zanetti Latupono,SMA BPS&K 1,UNIVERSITAS INDONESIA,ARSITEKTUR INTERIOR,UNIVERSITAS INDONESIA,ARSITEKTUR INTERIOR,UNIVERSITAS INDONESIA,ARSITEKTUR INTERIOR,712.0,690.0,128.0,474.0,
Sitta Sakinatu Yassaroh,SMA Notre Dame,UNIVERSITAS INDONESIA,TEKNOLOGI BIOPROSES,UNIVERSITAS INDONESIA,TEKNOLOGI BIOPROSES,UNIVERSITAS INDONESIA,TEKNOLOGI BIOPROSES,437.0,408.0,173.0,428.0,
Nirda Rizka Amini Sirait,SMA Islam Kotamobagu,UNIVERSITAS INDONESIA,GIZI,UNIVERSITAS INDONESIA,GIZI,UNIVERSITAS INDONESIA,GIZI,733.0,546.0,471.0,402.0,
Boki Johar Puspa,SMK Muhammadiyah 2,UNIVERSITAS INDONESIA,KESEHATAN LINGKUNGAN,UNIVERSITAS INDONESIA,KESEHATAN LINGKUNGAN,UNIVERSITAS INDONESIA,KESEHATAN LINGKUNGAN,111.0,733.0,490.0,645.0,
Abdul Rachman As-Sidiq,SMA Yosodipuro,UNIVERSITAS INDONESIA,KESELAMATAN DAN KESEHATAN KERJA,UNIVERSITAS INDONESIA,KESELAMATAN DAN KESEHATAN KERJA,UNIVERSITAS INDONESIA,KESELAMATAN DAN KESEHATAN KERJA,876.0,268.0,549.0,659.0,
Huan Ahmad Tryatma,SMA N 1 Cangkringan,UNIVERSITAS INDONESIA,GEOFISIKA,UNIVERSITAS INDONESIA,GEOFISIKA,UNIVERSITAS INDONESIA,GEOFISIKA,647.0,380.0,300.0,384.0,
Nurcholis Antula,SMAN 2 Cirebon,UNIVERSITAS INDONESIA,GEOLOGI,UNIVERSITAS INDONESIA,GEOLOGI,UNIVERSITAS INDONESIA,GEOLOGI,285.0,147.0,885.0,140.0,
Rivo Frenly Junior Salea,SMA Negeri 1 Grobogan,UNIVERSITAS INDONESIA,STATISTIKA,UNIVERSITAS INDONESIA,STATISTIKA,UNIVERSITAS INDONESIA,STATISTIKA,376.0,188.0,255.0,784.0,
Rivaldo Markus Rawis,SMA PSKD 3,UNIVERSITAS INDONESIA,AKTUARIA,UNIVERSITAS INDONESIA,AKTUARIA,UNIVERSITAS INDONESIA,AKTUARIA,535.0,608.0,720.0,737.0,
Achmad Fikri Erlangga,SMAK Al Masih,UNIVERSITAS INDONESIA,TEKNIK BIOMEDIS,UNIVERSITAS INDONESIA,TEKNIK BIOMEDIS,UNIVERSITAS INDONESIA,TEKNIK BIOMEDIS,769.0,185.0,414.0,608.0,
Marliga Eno Nahak,SMA Negeri 2,UNIVERSITAS INDONESIA,ILMU HUKUM,UNIVERSITAS INDONESIA,ILMU HUKUM,UNIVERSITAS INDONESIA,ILMU HUKUM,639.0,610.0,432.0,469.0,
Martha Elsa Katauhi Mbaha Diaz,SMA Plus Pembangunan Jaya,UNIVERSITAS INDONESIA,ARKEOLOGI INDONESIA,UNIVERSITAS INDONESIA,ARKEOLOGI INDONESIA,UNIVERSITAS INDONESIA,ARKEOLOGI INDONESIA,307.0,378.0,732.0,149.0,
Junri I.T. Nainggolan,SMA Bruderan Purwokerto,UNIVERSITAS INDONESIA,ILMU SEJARAH,UNIVERSITAS INDONESIA,ILMU SEJARAH,UNIVERSITAS INDONESIA,ILMU SEJARAH,589.0,120.0,130.0,428.0,
Cici Jayanti Makalalag,SMA Kristen Charis,UNIVERSITAS INDONESIA,ILMU PSIKOLOGI,UNIVERSITAS INDONESIA,ILMU PSIKOLOGI,UNIVERSITAS INDONESIA,ILMU PSIKOLOGI,829.0,833.0,858.0,597.0,
Zurahminniar Madubun,SMA Muhammadiyah 1 Denpasar,UNIVERSITAS INDONESIA,ILMU KOMUNIKASI,UNIVERSITAS INDONESIA,ILMU KOMUNIKASI,UNIVERSITAS INDONESIA,ILMU KOMUNIKASI,833.0,758.0,541.0,222.0,
Rahmat Deritmo Simanjuntak,SMK Ahmad Yani,UNIVERSITAS INDONESIA,ILMU POLITIK,UNIVERSITAS INDONESIA,ILMU POLITIK,UNIVERSITAS INDONESIA,ILMU POLITIK,762.0,651.0,107.0,148.0,
Estya Malika,SMA Negeri 10 Semarang,UNIVERSITAS INDONESIA,ILMU ADMINISTRASI NEGARA,UNIVERSITAS INDONESIA,ILMU ADMINISTRASI NEGARA,UNIVERSITAS INDONESIA,ILMU ADMINISTRASI NEGARA,304.0,496.0,155.0,422.0,
Elfiana Seti,SMA Kristen Galatia 2,UNIVERSITAS INDONESIA,KRIMINOLOGI,UNIVERSITAS INDONESIA,KRIMINOLOGI,UNIVERSITAS INDONESIA,KRIMINOLOGI,867.0,770.0,425.0,372.0,
Indagita Cahyani Sero Sero,SMA Bina Bakti,UNIVERSITAS INDONESIA,SOSIOLOGI,UNIVERSITAS INDONESIA,SOSIOLOGI,UNIVERSITAS INDONESIA,SOSIOLOGI,567.0,215.0,428.0,260.0,
Roy Aldhi Kurnia Sandhi,SMA Advent,UNIVERSITAS INDONESIA,ILMU KESEJAHTERAAN SOSIAL,UNIVERSITAS INDONESIA,ILMU KESEJAHTERAAN SOSIAL,UNIVERSITAS INDONESIA,ILMU KESEJAHTERAAN SOSIAL,352.0,416.0,709.0,353.0,
James Adiel Sugianto,SMA Surya Buana,UNIVERSITAS INDONESIA,ANTROPOLOGI SOSIAL,UNIVERSITAS INDONESIA,ANTROPOLOGI SOSIAL,UNIVERSITAS INDONESIA,ANTROPOLOGI SOSIAL,446.0,150.0,208.0,774.0,
Irsandi Age Pangestu,SMA Negeri 1 Kebumen,UNIVERSITAS INDONESIA,ILMU EKONOMI,UNIVERSITAS INDONESIA,ILMU EKONOMI,UNIVERSITAS INDONESIA,ILMU EKONOMI,197.0,150.0,534.0,785.0,
Rizky Robeth Ardyansyah,SMA Bruderan Purwokerto,UNIVERSITAS INDONESIA,ILMU ADMINISTRASI NIAGA,UNIVERSITAS INDONESIA,ILMU ADMINISTRASI NIAGA,UNIVERSITAS INDONESIA,ILMU ADMINISTRASI NIAGA,328.0,450.0,464.0,462.0,
Ruth Angreni Limbong,SMA N 2 Ngaglik,UNIVERSITAS INDONESIA,ILMU ADMINISTRASI FISKAL,UNIVERSITAS INDONESIA,ILMU ADMINISTRASI FISKAL,UNIVERSITAS INDONESIA,ILMU ADMINISTRASI FISKAL,767.0,334.0,155.0,635.0,
Mellya Restiana,SMA Negeri 9 Semarang,UNIVERSITAS INDONESIA,MANAJEMEN,UNIVERSITAS INDONESIA,MANAJEMEN,UNIVERSITAS INDONESIA,MANAJEMEN,711.0,523.0,810.0,151.0,
Pipit Mou,SMA Negeri 1 Dayeuhluhur,UNIVERSITAS INDONESIA,AKUNTANSI,UNIVERSITAS INDONESIA,AKUNTANSI,UNIVERSITAS INDONESIA,AKUNTANSI,764.0,158.0,628.0,708.0,
Muhammad Firyal Rasya Kusmana,SMA Alfalah,UNIVERSITAS INDONESIA,ILMU HUBUNGAN INTERNASIONAL,UNIVERSITAS INDONESIA,ILMU HUBUNGAN INTERNASIONAL,UNIVERSITAS INDONESIA,ILMU HUBUNGAN INTERNASIONAL,110.0,847.0,207.0,780.0,
A. Fikri Nailul Arzaq,SMA Martia Bhakti Kalijambe,UNIVERSITAS INDONESIA,ILMU PERPUSTAKAAN,UNIVERSITAS INDONESIA,ILMU PERPUSTAKAAN,UNIVERSITAS INDONESIA,ILMU PERPUSTAKAAN,822.0,579.0,106.0,170.0,
Bayoe Waskitho Adji,SMA Rahadi Oesman,UNIVERSITAS INDONESIA,ILMU FILSAFAT,UNIVERSITAS INDONESIA,ILMU FILSAFAT,UNIVERSITAS INDONESIA,ILMU FILSAFAT,555.0,693.0,720.0,587.0,
Ahmad Sirrullah,SMA AL Irsyad Tegal,UNIVERSITAS INDONESIA,SASTRA INDONESIA,UNIVERSITAS INDONESIA,SASTRA INDONESIA,UNIVERSITAS INDONESIA,SASTRA INDONESIA,763.0,137.0,346.0,142.0,
Riska Marlina Wulandari,SMA Negeri 2 Kabupaten Tangerang,UNIVERSITAS INDONESIA,SASTRA DAERAH UNTUK SASTRA JAWA,UNIVERSITAS INDONESIA,SASTRA DAERAH UNTUK SASTRA JAWA,UNIVERSITAS INDONESIA,SASTRA DAERAH UNTUK SASTRA JAWA,224.0,203.0,379.0,772.0,
Defa Pratama,SMA Ksatria,UNIVERSITAS INDONESIA,SASTRA JEPANG,UNIVERSITAS INDONESIA,SASTRA JEPANG,UNIVERSITAS INDONESIA,SASTRA JEPANG,731.0,846.0,287.0,536.0,
Shawab Az Zaha,SMA Negeri 1 Wonosari,UNIVERSITAS INDONESIA,SASTRA CINA,UNIVERSITAS INDONESIA,SASTRA CINA,UNIVERSITAS INDONESIA,SASTRA CINA,536.0,775.0,335.0,668.0,
Annisa` Dhia Salsabila,SMA YANIC,UNIVERSITAS INDONESIA,SASTRA ARAB,UNIVERSITAS INDONESIA,SASTRA ARAB,UNIVERSITAS INDONESIA,SASTRA ARAB,682.0,383.0,515.0,198.0,
Lelasari Anggraini,SMA Muhammadiyah 7,UNIVERSITAS INDONESIA,SASTRA PERANCIS,UNIVERSITAS INDONESIA,SASTRA PERANCIS,UNIVERSITAS INDONESIA,SASTRA PERANCIS,720.0,437.0,278.0,618.0,
Aleksander Rivaldo Nono,SMA Yadinu Masbagik,UNIVERSITAS INDONESIA,SASTRA INGGRIS,UNIVERSITAS INDONESIA,SASTRA INGGRIS,UNIVERSITAS INDONESIA,SASTRA INGGRIS,393.0,176.0,652.0,785.0,
Sara Yosina Fallo,MA JAMIAT KHEIR,UNIVERSITAS INDONESIA,SASTRA JERMAN,UNIVERSITAS INDONESIA,SASTRA JERMAN,UNIVERSITAS INDONESIA,SASTRA JERMAN,534.0,607.0,785.0,483.0,
Alfatila Novrian,MA Assalafiyah Sitanggal,UNIVERSITAS INDONESIA,SASTRA BELANDA,UNIVERSITAS INDONESIA,SASTRA BELANDA,UNIVERSITAS INDONESIA,SASTRA BELANDA,590.0,483.0,276.0,419.0,
Aprillia Debora Mandang,SMA Negeri 1 Tegal,UNIVERSITAS INDONESIA,SASTRA RUSIA,UNIVERSITAS INDONESIA,SASTRA RUSIA,UNIVERSITAS INDONESIA,SASTRA RUSIA,754.0,390.0,588.0,514.0,
Kenny Calnelius Winata,SMA Krida Nusantara,UNIVERSITAS INDONESIA,BAHASA DAN KEBUDAYAAN KOREA,UNIVERSITAS INDONESIA,BAHASA DAN KEBUDAYAAN KOREA,UNIVERSITAS INDONESIA,BAHASA DAN KEBUDAYAAN KOREA,564.0,454.0,594.0,147.0,
Febriawan Gultom,SMA Negeri 8 Tangerang Selatan,UNIVERSITAS INDONESIA,ILMU EKONOMI ISLAM,UNIVERSITAS INDONESIA,ILMU EKONOMI ISLAM,UNIVERSITAS INDONESIA,ILMU EKONOMI ISLAM,651.0,395.0,381.0,824.0,
Anggi Evalyn,SMAK 1 BPK Penabur,UNIVERSITAS INDONESIA,BISNIS ISLAM,UNIVERSITAS INDONESIA,BISNIS ISLAM,UNIVERSITAS INDONESIA,BISNIS ISLAM,666.0,707.0,553.0,458.0,
Risman Nurfaisal,SMA NEGERI 2 PATI,UNIVERSITAS INDONESIA,PENDIDIKAN DOKTER,UNIVERSITAS INDONESIA,PENDIDIKAN DOKTER,UNIVERSITAS INDONESIA,PENDIDIKAN DOKTER,795.0,446.0,245.0,777.0,
Reisya Humaira,SMA Negeri 18 Kabupaten Tangerang,UNIVERSITAS INDONESIA,PENDIDIKAN DOKTER GIGI,UNIVERSITAS INDONESIA,PENDIDIKAN DOKTER GIGI,UNIVERSITAS INDONESIA,PENDIDIKAN DOKTER GIGI,743.0,632.0,674.0,508.0,
Sohwatunnisa,SMAN 2 Cirebon,UNIVERSITAS INDONESIA,MATEMATIKA,UNIVERSITAS INDONESIA,MATEMATIKA,UNIVERSITAS INDONESIA,MATEMATIKA,401.0,499.0,857.0,537.0,
Waldetrudis Harmin,SMA Katolik St Louis 2 Surabaya,UNIVERSITAS INDONESIA,FISIKA,UNIVERSITAS INDONESIA,FISIKA,UNIVERSITAS INDONESIA,FISIKA,211.0,416.0,263.0,310.0,
Siti Fathiyyah Ramadhani,SMA Muhammadiyah 1,UNIVERSITAS INDONESIA,KIMIA,UNIVERSITAS INDONESIA,KIMIA,UNIVERSITAS INDONESIA,KIMIA,360.0,421.0,267.0,668.0,
Norma Yunita,SMA Negeri 1 Bae(RSBI),UNIVERSITAS INDONESIA,BIOLOGI,UNIVERSITAS INDONESIA,BIOLOGI,UNIVERSITAS INDONESIA,BIOLOGI,350.0,645.0,687.0,206.0,
Reonita Margi Utami,SMAN 1 Ngamprah,UNIVERSITAS INDONESIA,FARMASI,UNIVERSITAS INDONESIA,FARMASI,UNIVERSITAS INDONESIA,FARMASI,548.0,547.0,275.0,192.0,
Shelly Kusdayanti,SMA PGRI 21,UNIVERSITAS INDONESIA,GEOGRAFI,UNIVERSITAS INDONESIA,GEOGRAFI,UNIVERSITAS INDONESIA,GEOGRAFI,385.0,572.0,382.0,754.0,
Referyeni Melani,SMK nurul falah pekanbaru,UNIVERSITAS INDONESIA,TEKNIK SIPIL,UNIVERSITAS INDONESIA,TEKNIK SIPIL,UNIVERSITAS INDONESIA,TEKNIK SIPIL,352.0,493.0,495.0,788.0,
Florencia Brigitta,SMA Negeri 1 Tambun Selatan,UNIVERSITAS INDONESIA,TEKNIK MESIN,UNIVERSITAS INDONESIA,TEKNIK MESIN,UNIVERSITAS INDONESIA,TEKNIK MESIN,632.0,299.0,587.0,230.0,
Sabarudin,SMA El-Shadai,UNIVERSITAS INDONESIA,TEKNIK ELEKTRO,UNIVERSITAS INDONESIA,TEKNIK ELEKTRO,UNIVERSITAS INDONESIA,TEKNIK ELEKTRO,715.0,737.0,484.0,637.0,
Nurul Halimatusa'diah,SMA Rasa Sayang,UNIVERSITAS INDONESIA,TEKNIK METALURGI & MATERIAL,UNIVERSITAS INDONESIA,TEKNIK METALURGI & MATERIAL,UNIVERSITAS INDONESIA,TEKNIK METALURGI & MATERIAL,131.0,730.0,751.0,230.0,
Ami Nazmudin,SMA Negeri 1 Paninggaran,UNIVERSITAS INDONESIA,ARSITEKTUR,UNIVERSITAS INDONESIA,ARSITEKTUR,UNIVERSITAS INDONESIA,ARSITEKTUR,610.0,706.0,339.0,713.0,
Stella Ribli,SMA YP Masyarakat,UNIVERSITAS INDONESIA,TEKNIK KIMIA,UNIVERSITAS INDONESIA,TEKNIK KIMIA,UNIVERSITAS INDONESIA,TEKNIK KIMIA,373.0,823.0,557.0,571.0,
Muhammad Habibi Zaki Nasution,SMA Advent Pioneer,UNIVERSITAS INDONESIA,ILMU KEPERAWATAN,UNIVERSITAS INDONESIA,ILMU KEPERAWATAN,UNIVERSITAS INDONESIA,ILMU KEPERAWATAN,697.0,597.0,800.0,199.0,
Noverlin Syah,MAS Al-Hidayat,UNIVERSITAS INDONESIA,ILMU KOMPUTER,UNIVERSITAS INDONESIA,ILMU KOMPUTER,UNIVERSITAS INDONESIA,ILMU KOMPUTER,463.0,244.0,762.0,769.0,
Naomy Tasyalingga Tiffany Kitu,SMAN 5 Cirebon,UNIVERSITAS INDONESIA,ILMU KESEHATAN MASYARAKAT,UNIVERSITAS INDONESIA,ILMU KESEHATAN MASYARAKAT,UNIVERSITAS INDONESIA,ILMU KESEHATAN MASYARAKAT,199.0,221.0,815.0,805.0,
Yaza Novela,SMA Perguruan Advent,UNIVERSITAS INDONESIA,TEKNIK INDUSTRI,UNIVERSITAS INDONESIA,TEKNIK INDUSTRI,UNIVERSITAS INDONESIA,TEKNIK INDUSTRI,828.0,125.0,290.0,621.0,
Ofliana Sinonina Kolo,SMA Negeri 7 Tangerang,UNIVERSITAS INDONESIA,TEKNIK PERKAPALAN,UNIVERSITAS INDONESIA,TEKNIK PERKAPALAN,UNIVERSITAS INDONESIA,TEKNIK PERKAPALAN,888.0,247.0,876.0,740.0,
Putri Saptia Puspita,SMA Negeri 6 Mataram,UNIVERSITAS INDONESIA,TEKNIK LINGKUNGAN,UNIVERSITAS INDONESIA,TEKNIK LINGKUNGAN,UNIVERSITAS INDONESIA,TEKNIK LINGKUNGAN,712.0,372.0,741.0,699.0,
Ringa Raudhatul Akbar Nuli,SMA Saverius Karangmalang,UNIVERSITAS INDONESIA,TEKNIK KOMPUTER,UNIVERSITAS INDONESIA,TEKNIK KOMPUTER,UNIVERSITAS INDONESIA,TEKNIK KOMPUTER,234.0,801.0,821.0,650.0,
Yulisa Aliyani,SMA Negeri 52,UNIVERSITAS INDONESIA,SISTEM INFORMASI,UNIVERSITAS INDONESIA,SISTEM INFORMASI,UNIVERSITAS INDONESIA,SISTEM INFORMASI,343.0,530.0,605.0,571.0,
Moh. Rivaldo Tantu,SMA YPI Tunas Bangsa Palembang,UNIVERSITAS INDONESIA,ARSITEKTUR INTERIOR,UNIVERSITAS INDONESIA,ARSITEKTUR INTERIOR,UNIVERSITAS INDONESIA,ARSITEKTUR INTERIOR,193.0,752.0,272.0,535.0,
Charesta Vida Reswara,SMA Universal,UNIVERSITAS INDONESIA,TEKNOLOGI BIOPROSES,UNIVERSITAS INDONESIA,TEKNOLOGI BIOPROSES,UNIVERSITAS INDONESIA,TEKNOLOGI BIOPROSES,594.0,825.0,517.0,157.0,
Dame Rohana Sinaga,SMA Atisa Dipamkara,UNIVERSITAS INDONESIA,GIZI,UNIVERSITAS INDONESIA,GIZI,UNIVERSITAS INDONESIA,GIZI,411.0,133.0,308.0,727.0,
Andrini Octavia Sinaga,SMA Trinitas,UNIVERSITAS INDONESIA,KESEHATAN LINGKUNGAN,UNIVERSITAS INDONESIA,KESEHATAN LINGKUNGAN,UNIVERSITAS INDONESIA,KESEHATAN LINGKUNGAN,668.0,651.0,476.0,720.0,
